"No","Reg3","Prov4","City5","Nacor6","Dist7","Vill8","Hamlet9","Rcom10","Rnieg11","Shen12","Scso13","Snei14","Nain15","Datin16","Timst17","Timfh18","Resta19","Age20","Resta21","Sex22","Ethn23","Reli24","Edu25","Disf26","Disl27","Dism28","Diser29","Disv30","Disq31","Dist32","Disw33","Disff34","Disfir35","Tyhc36","Tyer37","Tyds38","Tylf39","Tycf40","Tywc41","Tym42","Tyls43","Tywf44","Tyep45","Tyfd46","Mefv47","Nufv48","Relfv49","Mefin50","Nuin51","Remin52","Peimp53","Toblo54","Perlos55","Tonblo56","Penblo57","Redes58","Renov59","Albac60","Reprec61","Livtem62","Tytem63","Dursty64","Fnores65","Typlas66","Dufsta67","Wrat68","NdisA69","Natlcy70","Leharn71","Decom72","Copred73","Lislop74","Reold75","Goprep76","Goprev77","Gomit78","Gores79","Gorec80","Ngprep81","Ngprev82","Ngmit83","Ngres84","Ngrec85","Paprep86","Paprev87","Parmit88","Pares89","Parec90","Efprep91","Efprev92","Efmit93","Efres94","Efrec95","Prepm96","Prevm97","Mitm98","Resm99","Recm100","Qdev101","Qplan102","Qbul103","Qplac104","Qcom105","Refin106","Sorfin107","Tofin108","Pefin109","Aqfin110","Rehel111","Cohel112","Fahel113","Quhel114","Refod115","Sofod116","Adfod117","Ecar118","Epro119","Efru120","Eveg121","Edai122","Ecoc123","Etea124","Espi125","Relod126","Sorlod127","Felad128","Owhos129","Tydwe130","Aniws131","Tras132","Staw133","Stabh134","Suven135","Yarcle136","Kitot137","Coslep138","Hsiz139","Torom140","Sorwat141","Safwat142","Dywat143","Locwat144","Timwat145","Distwat146","Msowat147","Swatop148","Dywtop149","Lowop150","Otwop151","Odiwop152","Hhtol153","Hhsew154","Rewat155","Purwat156","Swats157","Qalas158","Disgar159","Fodref160","Sofire161","Livcon162","Elecut163","Sorelc164","TV165","Comp166","Intnt167","Pint168","Kint169","Hphon170","Tphon171","HP172","Kushp173","HPus174","Tbyca175","Pbyca176","Trevcal177","Disvil178","Tcomm179","Dismar180","Tmar181","Ptrans182","Cuwork183","Duwork184","Hawork185","Typoc186","Workfa187","Swork188","Snwork189","Stywork190","Diswork191","Satwork192","Incom193","Insta194","Fstain195","Pstain196","Pconin197","Rmony198","Remony199","Tmon200","Tincomx201","Ternfod202","Ternfir203","Tpernf204","Sernf205","Thsup206","Thsupr207","Tphsup208","Shsup209","Tfsup210","Tfsupr211","Tpfsup212","Sfsup213","Tolis214","Tolis215","Toplis216","Stoplis217","Fborm218","Purbm219","Olivs220","Ocat221","Ogoat222","Ohors223","Opig224","Opol225","Ofish226","Oothr227","Tolivs228","Hstaliv229","Livpro230","Livdis231","Oveh232","Ocar233","Omotb234","Orowb235","Obicy236","Omotb237","Otract238","Owatv239","Oandc240","Totveh241","Hsoveh242","Wvehp243","Pvehdi244","Ohap245","Orad246","Otape247","Otelv248","Orefg249","Osew250","Ovcd251","Owhp252","Obatc253","Otelp254","Omobp255","Thap256","Howhap257","Whapro258","Phapd259","Ostol260","Osaw261","Oaxe262","Omach263","Ofork264","Oplow265","Ohoe266","Orak267","Tstol268","Hons269","Stolav270","Pstold271","Ojew272","Oring273","Owat274","Oear275","Oneck276","Obrac277","Oankl278","Tjew279","Hojew280","Wjepro281","Pjed282","Ohfur283","Ococh284","Otab285","Ochar286","Obed287","Odes288","Tohfur289","Hfurav290","Whfpro291","Profurdi292","Profuby293","Hcarhel294","Hmhel295","Hparhel296","Hlethel297","Plaberp298","Plasam299","Typla300","Ylipp301","Slipp302","Datrel303","Plarefg304","Tirel305","Ncure306","Disformv307","Fparc308","Fallt309","Ffitcom310","Ffitpre311","Hcom312","Hcomp313","Fsats314","Fsatspc315","Imidco316","Precoid317","Perkin318","Perspo319","Proadl320","Prokno321","Prorel322","Compre323","Getun324","Comhep325","Felmem326","Belcom327","Sayco328","Pegin329","Yfecon330","Gobon331","Vilhed332","Viof333","Vilcon334","LKMD335","Hamol336","Neigh337","Comsol338","Neigsol339","HHo340","HHmet341","RTmet342","RWmet343","Vilmet344","Kecmet345","LMD346","LKMD347","Volwor348","Copar349","Voimp350","Tpaef351","Relo352","Parel353","Paris354","Taris355","Aofic356","Asubn357","Aneig358","Avil359","Aciv360","Apkk361","Amar362","Afam363","Arel364","Afrin365","Aret366","Afarm367","Ayut368","Amot369","Tarsm370","Toars371","Arsev372","Fcbrig373","Rparf374","Rnled375","Oinb376","Pwtdo377","Acco378","Coflg379","Trup380","Sicul381","Pyhel382","Mhel383","Fhelp384","Sphel385","Smhel386","Comed387","Dismed388","Upse389","Uncon390","Fner391","Fcon392","Foway393","Focop394","Conim395","Ftop396","Ange397","Fdif398","Fbot399","Fneat400","Fconb401","Trobm402","Fdep403","Feffor404","Ffear405","Slepre406","Tales407","Flon408","Fsad409","Fcog410","Tnotw411","Asom412","Livdet413","Makpn414","Getwan415","Godab416","Fredep417","Hapen418","Lifconp419","Wipla420","Gtwan421","Gtplea422","Beled423","Predet424","Sotal425","Misfre426","Gensen427","Plerel428","Mispl429","Frelim430","Petrus431","Mispe432","Frejec433","Cancal434","Impor435","Imsteb436","Imfiv437"
"32","1","1","1","1","1","1","4","6","2","0","0","0","4",2,29,38,"2",43,"2","2","1","1",1,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,11,11,0,0,"1","2","1","1","2","0",0,"2","0",0,5,5,1,1,1,1,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",20,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",5,1,"3","1",1,"2",4,12,"1","3",1,"2",5,7,"1","3","3","0","0",0,"7","3","4",3,"1","2","1","2","2","0","0","2",0,"2","5","2",3,"1",19,7,3,6,3,"3","1",1,"0","6","1","1","1","5",11,3,7,"2","22","9","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","1","0","1","2","2","2","2","1","2","2","1",1,"1","0","1","1","1","1","1","2","2","1","1","2","2","1",1,"1","0","2","1","2","2","2","2","1","2","1",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","3","1","1",1,50,2,"12",1,"6",0,"1",3,3,3,3,3,3,3,3,3,3,3,5,5,5,"5",3,3,3,3,3,3,3,3,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","54","2","2","2","2","2","1","2","1","2","2","2","2","2","2",14,6,9,5,5,1,5,5,5,5,5,5,3,3,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,2,3,5,3,3,5,2,4,4,2,4,4,2,4,4,2,1,1,3
"33","1","1","1","1","1","1","4","6","2","0","0","0","4",2,41,47,"1",44,"2","1","1","1",3,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","1","1",11,"2","0",0,1,1,2,1,1,3,1,1,"1","3","3","3","1","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",20,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",31,5,"1","1",1,"2",13,20,"1","1",1,"1",0,0,"1","3","2","2","2",3,"13","1","2",3,"1","2","1","1","2","0","0","2",0,"2","5","2",3,"2",10,7,1,8,3,"3","1",1,"0","6","1","1","1","5",9,1,26,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","2","1","2",1,"1","0","2","1","1","2","2","2","1","2","2","2",1,"1","0","2","1","1","2","1","2","2","1","1","1","2","2",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","3","1","1",45,3,2,"1",1,"6",0,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","50","2","2","2","1","2","2","2","1","2","2","2","1","2","2",18,21,26,5,5,3,5,5,5,5,5,5,3,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,3,1,4,5,5,5,5,2,4,4,2,4,2,3,4,4,2,2,3,3
"34","1","1","1","1","1","1","4","6","2","0","0","0","4",3,38,47,"1",40,"2","1","1","1",3,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","1","1",3,"2","0",0,1,1,2,1,1,3,1,1,"1","3","3","3","1","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",20,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",11,3,"3","1",1,"2",4,20,"2","1",1,"2",5,7,"1","3","3","0","0",0,"7","1","2",3,"1","2","1","2","2","0","0","2",0,"2","8","2",3,"1",10,7,1,7,3,"3","1",1,"0","6","1","2","1","0",15,1,20,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","2","2","2","1","2","5",1,"1","0","2","1","2","2","2","2","1","2","2","2",2,"1","0","2","1","2","2","1","1","2","1","2","2","2","2",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"1","2","2","2","3","1","1",41,10,2,"1",1,"6",0,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","20","2","1","1","2","2","2","2","2","2","2","2","1","2","2",22,12,15,5,5,3,5,5,5,5,5,5,3,2,"2","0","0",0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,3,1,4,5,5,5,5,2,4,4,2,4,2,3,4,4,2,1,1,3
"35","1","1","1","1","1","1","4","6","2","0","0","0","4",3,52,59,"1",30,"2","1","1","1",2,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,1,1,1,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",4,4,4,4,4,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",11,3,"2","1",1,"1",0,0,"1","2",1,"1",0,0,"1","3","3","0","0",0,"7","1","2",3,"1","2","1","2","2","0","0","2",0,"2","5","2",3,"1",15,7,3,12,3,"3","1",1,"0","6","1","2","2","0",0,0,12,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","1","2","2","1","2","2",3,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","1","2","1","1","2","1","1","2","2","2",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"1","1","2","2","3","1","1",31,7,2,"1",1,"6",3,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","20","2","1","1","2","2","2","2","2","2","2","2","1","2","2",22,12,15,5,5,3,5,5,5,5,5,5,3,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,3,1,4,5,5,5,5,2,4,4,2,4,2,3,4,4,2,1,1,3
"36","1","1","1","1","1","1","4","6","2","0","0","0","4",3,63,72,"1",29,"2","1","4","1",3,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"3","0",0,1,1,1,1,2,1,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",13,4,"2","1",1,"1",0,0,"2","1",1,"2",1,3,"1","3","1","2","2",3,"7","2","10",3,"1","2","1","2","2","0","0","2",0,"2","5","2",3,"2",12,7,4,9,3,"3","1",1,"0","6","1","2","1","0",9,3,20,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","1","2","2","2","1","1","2",1,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","1","2","1","1","2","1","1","2","2","2",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"1","1","2","2","3","1","1",30,5,2,"4",1,"6",3,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","48","2","2","2","1","2","2","2","2","2","2","2","1","2","2",10,19,24,5,5,3,5,5,5,5,5,5,3,3,"2","0","0",0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,4,2,2,5,5,3,5,1,4,4,1,4,4,1,4,4,2,1,1,3
"37","1","1","1","1","1","1","4","6","2","0","0","0","4",5,8,17,"3",18,"2","1","1","1",1,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,1,1,1,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",20,4,"3","1",1,"2",4,12,"2","1",1,"2",5,7,"1","3","3","0","0",3,"7","3","4",3,"1","2","1","2","2","0","0","2",0,"2","5","2",3,"2",7,7,2,9,3,"3","1",1,"0","8","2","1","1","7",18,5,14,"1","14","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","38","1","2","1","2","2","1","1","2",3,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","1","1","2","2",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","3","1","1",20,6,2,"1",1,"6",0,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","60","2","2","2","2","2","2","2","1","2","2","2","2","1","2",14,9,12,5,5,4,5,5,5,5,5,5,3,3,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,5,4,2,3,5,5,3,5,2,4,4,2,4,4,2,3,4,2,1,1,3
"38","1","1","1","1","1","1","4","6","2","0","0","0","4",5,24,25,"1",43,"2","1","1","1",1,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","1","1",7,"2","0",0,1,1,2,1,1,3,1,1,"1","3","3","3","1","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",5,2,"3","1",1,"2",4,12,"2","1",1,"2",2,3,"1","3","3","0","0",0,"7","3","4",3,"1","2","1","2","2","0","0","2",0,"2","8","2",3,"2",10,7,3,9,3,"3","1",1,"0","6","1","1","1","5",18,3,13,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","2","1","2","2","1","1","2",1,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","2","2","2","1",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","3","1","1",44,6,2,"1",1,"6",0,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","46","2","2","2","1","2","2","2","2","2","2","2","2","2","2",6,10,13,5,5,3,5,5,5,5,5,5,3,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,3,1,4,5,5,5,5,2,4,4,2,4,2,3,4,4,2,1,1,3
"39","1","1","1","1","1","1","4","6","2","0","0","0","4",5,29,36,"1",43,"2","1","1","1",1,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,2,1,1,3,1,1,"1","3","3","3","1","3","3","3","3","3","3","3","3","3","3",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",20,3,"3","1",1,"2",4,12,"1","3",1,"2",2,3,"1","3","3","0","0",0,"7","3","4",3,"1","2","1","2","2","0","0","2",0,"2","5","2",3,"2",15,7,1,9,3,"3","1",1,"0","6","1","1","1","5",15,5,12,"2","22","1","1","2","0",0,0,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","38","1","2","2","2","2","2","1","2",1,"1","0","2","1","2","2","2","2","1","2","2","2",2,"1","0","2","1","2","2","1","2","2","2","2","2","2","1",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","3","1","1",44,2,2,"1",1,"6",0,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","46","2","2","2","1","2","2","2","2","2","2","2","2","2","2",6,10,13,5,5,3,5,5,5,5,5,5,3,2,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,3,1,4,5,5,5,5,2,4,4,2,4,3,3,3,4,1,2,1,3
"40","1","1","1","1","1","1","4","6","2","0","0","0","4",5,41,51,"1",45,"2","1","1","1",3,"2","2","2","2","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,0,0,0,0,"1","2","1","1","2","0",0,"1","1",9,1,2,2,2,1,1,2,1,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","2",3,3,3,3,3,"3","3","3","3","3",3,3,3,3,3,"3","0",0,0,0,"3","0",0,0,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","1","2","2","2","2","1","1","1","2",11,2,"3","1",1,"1",0,0,"2","1",1,"1",0,0,"1","3","3","0","0",0,"2","3","4",3,"1","2","1","2","2","0","0","2",0,"2","5","2",3,"2",12,7,2,9,3,"3","1",1,"0","6","1","1","1","5",18,4,16,"2","22","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","38","1","1","2","2","2","2","1","2",1,"1","0","2","1","2","2","2","2","1","2","2","2",1,"1","0","2","1","2","2","1","2","2","2","1","1","2","2",1,"1","0","2","1","1","1","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","3","1","1",46,3,2,"1",1,"6",0,"1",5,5,5,5,5,5,5,5,5,3,3,5,5,5,"5",1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","50","2","2","2","1","2","2","2","1","2","2","2","1","2","2",18,21,26,5,5,3,5,5,5,5,5,5,2,3,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,2,2,5,4,5,5,5,5,1,4,5,1,4,2,5,4,3,1,2,2,3
"41","1","1","1","2","1","2","5","1","2","0","0","0","5",1,49,57,"2",25,"2","2","1","1",3,"2","2","2","1","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",2,15,13,14,14,"2","1","1","1","2","0",0,"2","0",0,3,2,1,1,1,1,2,1,"1","2","1","1","1","1","2","3","1","1","1","1","3","1","1",2,3,4,4,3,"1","2","3","3","1",2,2,2,2,2,"3","0",0,0,0,"2","2",23,2,"2","1",3,"2","1","2","2","1","2","1","2","3","0",0,"1","1","2","2","2","2","1","1","2","2",20,3,"4","1",1,"1",0,0,"1","3",1,"1",0,0,"1","3","3","0","0",0,"2","3","2",2,"1","2","1","2","2","0","0","2",0,"2","6","2",4,"1",19,12,3,12,3,"5","2",14,"2","6","1","1","1","5",18,4,20,"2","22","1","1","2","0",0,1,1,14,16,"1",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","2","2","2","2","2","2","2","2",0,"2","2","2","1","1","2","2","2","1","2","2","2",2,"1","0","2","1","1","1","1","2","1","1","1","1","2","1",1,"1","0","2","1","2","2","1","1","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","1","1","1","1","1",1,"1","0","2",0,"2","0","2","2","7","1","1",6,31,2,"12",1,"7",0,"1",4,5,4,3,4,5,5,4,4,1,1,5,5,4,"5",1,1,1,1,1,2,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",10,1,1,3,3,3,3,4,4,4,3,3,4,3,"2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,2,2,2,2,4,2,2,2,4,4,2,2,2,4,1,2,3
"42","1","1","1","2","1","2","5","1","2","0","0","0","5",1,60,72,"1",13,"2","1","1","1",1,"2","2","2","1","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",1,15,15,0,0,"1","2","1","1","2","0",0,"2","0",0,1,1,1,1,1,1,2,3,"1","1","1","1","1","1","1","3","3","1","2","2","3","2","2",3,3,3,3,3,"1","1","2","1","1",2,3,3,3,4,"3","0",0,0,0,"1","2",23,4,"3","0",0,"0","0","0","0","0","0","0","0","3","0",0,"1","3","2","1","2","1","1","1","1","2",20,2,"4","1",1,"1",0,0,"1","4",1,"1",0,0,"1","3","3","0","0",0,"7","3","4",4,"1","2","1","2","2","0","0","2",0,"2","6","2",3,"1",15,12,2,10,2,"3","1",1,"0","8","2","2","1","0",24,3,7,"2","14","1","1","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","1","24","2","2","2","2","2","2","2","2",0,"2","2","2","2","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","2","1","2","2","1","1","1","2","2",4,"1","0","2","1","2","2","1","2","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","2",3,"1","0","2",0,"1","1","2","2","7","1","1",15,7,1,"12",1,"7",0,"1",5,4,3,4,4,3,3,4,3,1,1,5,5,2,"1",2,3,4,5,3,2,3,2,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","2","2","2","2","2","2","2","2","2","2","2","2",10,1,1,3,3,3,2,3,3,3,3,3,3,3,"2","0","0",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,2,2,3
"43","1","1","1","2","1","2","5","1","2","0","0","0","5",1,73,84,"1",38,"2","1","1","1",1,"2","2","2","1","1","2","2",2,"2","2","2","2","1","2","2","2","2","2","2","2","2","1",0,"0","1",0,"0",2,15,28,14,18,"2","1","1","1","2","0",0,"2","0",0,4,3,1,1,3,3,1,1,"1","1","1","1","1","2","1","2","3","1","1","1","3","1","1",1,2,1,1,2,"2","1","2","1","1",2,3,3,3,4,"3","0",0,0,0,"2","1",18,3,"2","2",3,"2","1","2","2","1","2","1","2","3","0",0,"1","1","1","2","2","1","1","1","2","2",5,1,"4","1",1,"1",0,0,"1","4",1,"1",0,0,"1","3","3","0","0",0,"2","3","4",2,"1","2","1","2","2","0","0","2",0,"1","0","0",0,"0",0,12,2,12,3,"5","1",1,"0","8","2","2","2","0",0,0,7,"2","14","9","3","2","0",0,1,0,0,0,"0",0,0,0,"0",0,0,0,"0",0,0,0,"0","2","0","1","1","2","2","2","2","2","2",2,"1","0","2","1","2","2","2","1","2","2","2","2",1,"1","0","2","1","2","2","1","2","2","1","2","2","2","1",1,"1","0","2","1","2","2","1","1","2","1","2",1,"1","0","2","2","2","2","2","2","2","2",0,"2","1","2","1","2","1","1","1","1",1,"1","0","2",0,"1","2","3","2","7","1","1",39,6,1,"12",1,"7",0,"1",4,5,3,3,3,5,4,3,2,1,2,4,1,1,"2",1,1,1,1,1,2,2,2,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2",0,0,0,3,3,4,4,5,3,5,5,5,4,3,"2","0","0",0,0,3,2,2,4,3,1,0,4,0,1,0,0,3,2,3,2,4,3,2,2,5,3,2,5,1,3,3,4,3,5,2,3,5,4,3,3,2,2,3,3,4,3,3,4,4,4,3,3,3
